Strain,Australis,Autumnalis,Ballum,Bataviae,Canicola,Celledoni,Cynopteri,Djasiman,Grippotyphosa,Hebdomadis,Icterohaemorrhagiae,Javanica,Manhao,Mini,Panama,Pomona,Pyrogenes,Ranarum,Sarmin,Sejroe,Shermani,Tarassovi,Serogroup,class,Species,max
408_IZSLER,29.165,32.639,34.543,33.863,39.522,32.007,33.289,34.898,34.755,80.341,39.105,34.706,35.515,84.084,30.436,36.452,37.864,31.862,35.446,99.283,40.775,42.667,Sejroe,3,borgpetersenii,99.283
B1_Mm_MM119,44.129,50.196,99.393,38.755,69.555,66.119,51.601,54.108,58.219,38.419,61.841,85.75,64.198,37.943,45.784,54.385,72.741,64.53,62.951,42.231,45.349,57.907,Ballum,1,borgpetersenii,99.393
Ag23_2020,45.056,53.657,89.247,38.746,69.919,77.202,54.465,55.102,59.094,39.701,69.296,99.459,67.355,39.36,48.231,55.658,73.209,70.461,68.589,43.045,45.68,57.948,Javanica,1,borgpetersenii,99.459
FK97,47.843,56.406,66.229,42.409,99.515,55.168,53.615,61.9,61.566,47.88,89.224,63.144,63.541,42.081,48.974,57.853,87.93,57.713,63.634,43.18,45.167,53.167,Canicola,1,interrogans,99.515
Muis5,44.068,50.291,99.293,38.648,69.555,66.07,51.542,54.198,57.623,38.419,61.918,85.846,64.259,37.92,45.772,53.947,72.741,64.609,62.991,42.078,45.349,57.807,Ballum,1,borgpetersenii,99.293
442_IZSLER,64.592,75.114,48.11,41.058,55.892,41.818,82.689,92.722,84.453,39.24,55.29,47.668,45.306,33.51,61.083,99.355,54.658,41.032,45.457,35.957,39.21,41.196,Pomona,2,interrogans,99.355
944,29.322,32.924,34.645,33.901,39.522,32.198,33.957,34.877,34.755,80.36,39.105,34.722,35.515,84.249,30.675,36.452,38.239,31.862,35.433,99.321,41.074,42.977,Sejroe,3,borgpetersenii,99.321
201700941,51.245,56.667,70.994,44.474,90.804,61.367,55.436,61.186,60.24,46.595,85.077,68.504,65.836,40.361,51.477,58.562,97.646,60.272,67.603,43.252,45.237,52.756,Pyrogenes,1,interrogans,97.646
HO0905CK,64.59,75.258,47.889,41.055,55.889,41.816,82.644,92.719,83.944,39.237,55.287,47.666,45.304,33.305,61.081,99.144,54.689,41.03,45.545,35.955,39.328,41.194,Pomona,2,interrogans,99.144
201801164,48.108,56.594,66.252,42.639,99.531,55.18,53.626,61.9,61.584,47.88,89.239,63.169,63.572,42.163,49.02,57.869,87.797,57.738,63.634,43.33,45.239,53.167,Canicola,1,interrogans,99.531
MM0281CK,64.59,75.258,48.104,41.055,55.889,41.816,82.686,92.719,83.944,39.237,55.292,47.666,45.304,33.493,61.081,99.183,54.671,41.03,45.545,35.955,39.328,41.194,Pomona,2,interrogans,99.183
I89,29.315,32.924,34.783,33.892,39.764,32.177,33.394,34.877,34.755,80.36,39.337,34.893,35.686,84.114,30.448,36.436,38.466,32.004,35.593,99.545,41.074,43.173,Sejroe,3,borgpetersenii,99.545
201801184bis,48.103,56.667,66.25,42.62,99.521,55.214,53.626,61.89,61.577,47.874,89.229,63.168,63.57,42.153,49.02,58.141,87.653,57.737,63.634,43.34,45.239,53.16,Canicola,1,interrogans,99.521
56601-V,50.118,52.753,58.51,43.636,89.212,59.349,53.779,59.996,58.19,47.821,99.11,62.86,62.166,41.612,51.451,56.827,80.429,58.923,62.561,43.561,44.487,49.621,Icterohaemorrhagiae,1,Leptospira interrogans,99.11
NVSL_S_1343,29.291,32.924,34.601,33.874,39.522,32.019,33.39,34.877,34.755,80.36,39.105,34.722,35.515,84.216,30.448,36.452,38.239,31.862,35.433,99.412,41.074,43.08,Sejroe,3,borgpetersenii,99.412
D12,29.258,32.924,34.648,33.901,39.522,32.218,33.998,34.877,34.755,80.36,39.105,34.722,35.515,84.247,30.692,36.452,38.239,31.862,35.446,99.306,41.074,42.948,Sejroe,3,borgpetersenii,99.306
201801161,48.108,56.594,66.248,42.629,99.531,55.18,53.63,61.9,61.584,47.88,89.239,63.169,63.572,42.168,49.024,58.141,87.733,57.738,63.634,43.33,45.239,53.167,Canicola,1,interrogans,99.531
cuba_11,47.498,55.928,65.745,41.947,98.768,54.708,52.936,61.04,60.853,46.634,88.513,62.696,62.893,41.33,48.38,57.082,86.955,57.29,62.93,42.45,44.365,52.542,Canicola,1,interrogans,98.768
201801179,36.389,36.643,34.519,98.679,39.591,33.346,38.971,40.284,40.632,35.71,39.977,33.451,31.958,32.325,36.85,39.71,39.612,32.2,33.699,34.435,56.761,53.935,Bataviae,4,interrogans,98.679
Kito,48.108,56.335,66.295,42.657,99.527,55.198,53.662,61.9,61.584,47.88,89.235,63.173,63.575,41.688,49.041,57.869,87.898,57.735,63.649,42.89,45.044,52.687,Canicola,1,interrogans,99.527
Fiocruz_LV133,47.792,56.352,66.577,42.657,99.531,55.36,54.299,61.9,61.584,47.88,89.239,63.169,63.572,42.572,49.247,57.869,88.199,57.738,63.652,43.359,45.239,53.167,Canicola,1,interrogans,99.531
A4_Mm_MM324,44.087,48.636,99.719,38.63,69.663,65.887,51.761,53.637,58.294,38.415,62.062,85.283,64.139,38.21,45.732,53.883,72.832,64.275,62.85,41.879,44.722,57.363,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.719
MM0266CK,64.59,75.258,48.104,41.055,55.889,41.816,82.686,92.719,83.944,39.237,55.292,47.666,45.304,33.493,61.081,99.144,54.689,41.03,45.545,35.955,39.328,41.194,Pomona,2,interrogans,99.144
NIID22,33.592,34.908,33.901,36.787,43.83,34.431,37.026,40.533,38.955,99.369,43.893,33.797,36.399,78.999,35.493,40.67,43.212,32.868,37.164,81.151,41.359,38.371,Hebdomadis,3,interrogans,99.369
201700317,29.816,32.903,34.641,33.905,39.544,32.046,33.339,35.01,34.872,80.303,39.187,34.806,35.587,84.059,30.452,36.54,38.245,31.908,35.327,99.293,41.076,43.015,Sejroe,3,borgpetersenii,99.293
D25,29.416,33.084,34.778,33.901,39.709,32.328,34.119,35.088,34.963,80.36,39.284,34.845,35.644,84.242,30.837,36.623,38.413,31.982,35.558,99.545,41.074,42.948,Sejroe,3,borgpetersenii,99.545
905,29.309,32.924,34.601,33.865,39.522,32.019,33.39,34.877,34.755,80.36,39.105,34.722,35.515,83.944,30.448,36.452,38.239,31.862,35.446,99.368,41.074,42.763,Sejroe,3,borgpetersenii,99.368
BK-6,28.924,32.509,34.587,33.955,39.513,31.854,33.153,34.325,34.676,80.01,39.089,34.747,35.49,84.057,30.692,35.833,38.405,31.863,35.343,99.334,40.697,41.406,Sejroe,3,borgpetersenii,99.334
201801751,36.609,36.737,34.555,99.038,40.392,31.006,38.721,42.463,39.996,36.319,41.408,33.506,32.16,33.038,36.862,41.116,40.315,32.4,35.281,35.063,56.882,54.559,Bataviae,4,interrogans,99.038
201801160,48.108,56.547,66.252,42.61,99.531,55.18,53.607,61.9,61.584,47.88,89.239,63.169,63.572,42.14,49.02,57.869,88.135,57.738,63.634,43.33,45.124,53.167,Canicola,1,interrogans,99.531
Ag14_2020,49.705,56.013,70.947,42.831,90.849,60.887,53.516,59.955,60.079,46.612,84.856,68.564,66.073,40.29,50.942,56.287,97.766,60.332,66.217,41.998,45.193,51.231,Pyrogenes,1,interrogans,97.766
BK-30,29.108,32.509,34.587,33.955,39.513,31.854,33.153,34.325,34.676,80.01,39.089,34.747,35.49,84.151,30.692,35.833,38.405,31.863,35.33,99.455,40.697,41.502,Sejroe,3,borgpetersenii,99.455
56601,50.396,55.518,58.741,43.602,89.362,59.372,53.879,59.962,58.452,47.655,99.52,63.069,62.344,41.566,51.33,57.348,82.188,59.133,62.835,43.5,45.065,50.547,Icterohaemorrhagiae,1,interrogans,99.52
MM0168CK,64.59,75.258,48.104,41.055,55.889,41.816,82.686,92.719,83.944,39.237,55.292,47.666,45.304,33.493,61.081,99.144,54.668,41.03,45.545,35.955,39.328,41.194,Pomona,2,interrogans,99.144
201801755,63.904,75.066,48.102,41.046,55.898,41.811,82.635,92.712,84.644,39.223,55.275,47.66,45.305,33.507,61.075,98.744,54.824,41.025,45.487,35.958,39.327,41.203,Pomona,2,interrogans,98.744
202100614,44.049,50.214,99.305,38.571,69.475,66.122,51.608,54.108,58.219,38.279,61.841,85.778,64.203,37.734,45.771,54.38,72.744,64.549,62.836,41.971,45.217,57.736,Ballum,1,borgpetersenii,99.305
BK-9,29.108,32.509,34.587,33.955,39.513,31.854,33.153,34.325,34.676,80.01,39.089,34.747,35.49,84.141,30.692,35.833,38.405,31.863,35.33,99.415,40.697,41.491,Sejroe,3,borgpetersenii,99.415
Lai,50.076,54.96,58.321,43.602,88.787,59.372,53.847,59.962,58.047,47.655,98.966,62.675,62.007,41.566,51.33,56.987,80.713,58.802,62.835,43.5,45.065,49.993,Icterohaemorrhagiae,1,interrogans,98.966
LT1649,61.422,73.147,47.823,40.867,56.602,40.547,78.452,99.578,86.979,39.197,53.991,46.088,46.143,33.396,59.739,83.488,55.223,41.533,43.563,35.783,39.567,39.751,Djasiman,2,Leptospira interrogans serovar Djasiman str. LT1649,99.578
201902968,48.061,56.673,66.162,42.425,99.531,55.134,53.519,61.9,61.584,47.88,89.239,63.169,63.572,41.891,48.866,57.869,87.72,57.738,63.634,43.235,45.239,53.167,Canicola,1,interrogans,99.531
201700296,37.015,39.13,49.956,52.621,47.31,39.808,39.366,40.282,42.517,38.138,47.365,48.977,40.53,37.825,35.628,42.178,45.332,40.502,42.327,41.978,67.385,99.007,Tarassovi,4,borgpetersenii,99.007
205,29.3,32.924,34.601,33.892,39.522,32.019,33.394,34.877,34.755,80.36,39.105,34.722,35.515,84.212,30.448,36.452,38.239,31.862,35.446,99.687,41.074,43.077,Sejroe,3,borgpetersenii,99.687
cuba_16,47.742,55.984,66.161,42.164,99.128,54.902,53.204,61.443,61.192,47.8,88.853,63.11,63.316,42.043,48.651,57.737,87.239,57.677,63.409,43.255,44.943,53.094,Canicola,1,interrogans,99.128
201801185ter,47.619,56.399,66.106,42.249,99.299,55,53.369,61.637,61.358,47.721,88.641,63.103,63.436,41.78,48.37,57.637,87.579,57.649,63.306,43.15,45.109,52.87,Canicola,1,interrogans,99.299
128042,33.055,34.616,33.888,36.51,43.88,34.133,36.852,40.467,38.077,98.891,43.865,33.796,36.293,78.776,35.057,39.717,43.181,32.84,37.497,81.012,41.343,38.371,Hebdomadis,3,interrogans,98.891
cuba_10,48.108,56.332,66.178,42.477,99.531,55.13,53.558,61.9,61.584,47.88,89.239,63.169,63.572,41.905,48.989,58.126,87.585,57.738,63.652,43.235,45.044,53.167,Canicola,1,interrogans,99.531
LEPTOCUBA07,48.102,56.587,66.218,42.619,99.524,55.195,53.494,61.9,61.576,47.88,89.232,63.163,63.569,42.113,48.989,58.149,87.658,57.732,63.634,43.33,45.239,53.165,Canicola,1,interrogans,99.524
NIID24,33.505,34.427,33.832,36.486,43.661,34.172,36.414,40.338,38.591,99.128,43.742,33.694,36.281,78.915,35.307,39.686,43.175,32.758,37.049,80.914,41.22,38.245,Hebdomadis,3,interrogans,99.128
178112,34.422,35.04,33.819,36.785,43.728,34.175,36.895,40.391,38.353,99.369,43.849,33.738,36.399,78.798,35.674,40.539,42.945,32.836,37.072,80.98,41.352,38.189,Hebdomadis,3,interrogans,99.369
A4_Mm_MM361,44.033,48.573,99.592,38.546,69.55,65.845,51.645,53.531,58.211,38.599,62.008,85.197,64.092,38.492,45.713,53.717,72.729,64.226,62.782,42.135,44.668,57.441,Ballum,1,Leptospira borgpetersenii serovar Ballum,99.592
CMCC-3,47.725,54.603,66.095,42.145,99.533,55.06,53.188,61.86,61.55,47.9,88.577,63.191,63.584,41.694,48.881,56.451,86.486,57.695,63.164,43.152,45.059,52.518,Canicola,1,Leptospira interrogans,99.533
cuba_09,48.061,56.332,66.162,42.425,99.531,55.13,53.499,61.9,61.584,47.88,89.239,63.169,63.572,41.895,48.964,58.126,87.495,57.738,63.634,43.235,45.044,53.167,Canicola,1,interrogans,99.531
Lai LPS mutant,49.949,53.468,58.228,43.636,88.898,59.346,53.775,59.996,57.954,47.821,97.907,62.595,61.972,41.591,51.594,56.611,80.979,58.725,62.631,43.54,45.106,49.122,Icterohaemorrhagiae,1,Leptospira interrogans serovar Lai str. Lai LPS mutant,97.907
